Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
hotel amapas apartments puerto vallarta,0,10,110,14,1.25,informational,https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.34,17500,"[42,42,52,19,42,66,80,42,33,52,66,66]",2026-04-16,People also ask,,
beachfront resort in puerto vallarta,67,0,40,32,0.00,commercial,https://www.mexicolife.com/beachfront-condos-for-sale-in-puerto-vallarta.php,0,0,0.00,0,106,"[77,33,33,0,11,22,33,44,77,100,55,100]",2026-04-14,Organic,,
nuevo valarta,71,0,50,26,0.87,informational,https://www.mexicolife.com/nuevo-vallarta-real-estate.php,0,0,0.00,0.09,40000000,"[1,0,0,1,0,1,100,0,0,0,0,0]",2026-04-17,Organic,,
beach front condo for sale,0,77,50,14,0.58,transactional,https://www.mexicolife.com/beachfront-condos-for-sale-in-puerto-vallarta.php,0,0,0.00,0.49,21300000,"[53,34,12,9,6,21,15,21,15,6,3,3]",2026-04-15,Organic,,
mexhome,0,1,720,27,0.17,"commercial, navigational",https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.16,38500,"[8,13,13,16,20,20,24,100,100,100,45,55]",2026-04-14,People also ask,,
mexhome,0,1,720,27,0.17,"commercial, navigational",https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.16,38500,"[8,13,13,16,20,20,24,100,100,100,45,55]",2026-04-14,People also ask,,
mexico nayarit,0,50,590,55,1.25,informational,https://www.mexicolife.com/nayarit.php,0,0,0.00,0.02,20200000,"[5,36,5,24,5,16,7,20,7,16,27,10]",2026-04-15,Organic,,
mexico nayarit,44,0,590,45,0.93,informational,https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0.02,21200000,"[36,5,24,5,16,7,20,7,16,27,10,8]",2026-04-15,Organic,,
real estate in barra de navidad,27,29,70,1,0.31,commercial,https://www.mexicolife.com/barra-de-navidad/700000-800000/,0,0,0.00,0.04,5880000,"[42,33,52,42,33,23,19,23,33,33,23,23]",2026-04-14,Organic,,
puerto vallarta oceanfront venues,96,97,40,14,0.00,commercial,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0,151000,"[45,27,27,9,9,9,45,45,63,100,63,45]",2026-04-18,Organic,Discussions and forums,People also ask
punta mita homes for sale,0,22,110,0,0.33,transactional,https://www.mexicolife.com/punta-de-mita-real-estate/300000-400000/,0,0,0.00,0.31,215000,"[42,42,52,66,80,52,42,80,52,23,33,42]",2026-04-18,Organic,,
punta mita homes for sale,84,81,110,0,0.45,transactional,https://www.mexicolife.com/punta-de-mita-condos-for-sale.php,0,0,0.00,0.24,217000,"[42,52,66,80,52,42,80,52,23,33,42,66]",2026-04-19,Organic,,
towns close to puerto vallarta,19,0,110,5,0.91,informational,https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0.25,2440000,"[53,100,34,34,26,53,34,26,42,34,19,26]",2026-04-16,Organic,,
chicxulub real estate,80,0,40,2,0.00,commercial,https://www.mexicolife.com/,0,0,0.00,0.06,208000,"[43,6,4,4,4,4,4,6,4,4,4,4]",2026-04-14,Organic,,
#nayarit,0,50,30,48,0.76,informational,https://www.mexicolife.com/nayarit.php,0,0,0.00,0,21300000,"[100,60,60,40,60]",2026-04-18,Organic,,
nuevo west brisa,0,28,320,13,0.00,"informational, transactional",https://www.mexicolife.com/listing/42269-32-paseo-cocoteros-328-villa-magna-riviera-nayarit-condos-for-sale/,0,0,0.00,0.06,318000,"[19,15,19,7,12,36,44,15,15,100,81,81]",2026-04-17,Organic,,
things to do in puerto vallarta mexico,66,0,1000,16,0.48,"commercial, informational",https://www.mexicolife.com/blog/top-10-things-to-do-in-puerto-vallarta.html,0,0,0.00,0.79,9050000,"[28,5,7,7,28,28,24,4,8,7,13,8]",2026-04-16,Organic,,
nayarit mexico location,75,90,50,14,0.00,informational,https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0.33,21400000,"[82,64,100,0,5,5,5,5,17,11,11,11]",2026-04-17,Organic,"Video Carousel, AI overview",People also ask
how to purchase a home in mexico,66,21,260,14,0.70,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.23,1500000000,"[100,54,36,29,23,36,44,15,36,19,19,23]",2026-04-15,Organic,"Video Carousel, Discussions and forums",People also ask
houses for sale in mexico puerto vallarta,0,49,50,14,0.26,transactional,https://www.mexicolife.com/old-town-vallarta.php,0,0,0.00,0.4,8490000,"[19,19,26,26,15,19,19,26,19,19,7,7]",2026-04-19,Organic,,
houses for sale in mexico puerto vallarta,0,89,50,14,0.26,transactional,https://www.mexicolife.com/,0,0,0.00,0.4,8490000,"[19,19,26,26,15,19,19,26,19,19,7,7]",2026-04-19,Organic,,
houses for sale in mexico puerto vallarta,18,0,50,15,0.21,transactional,https://www.mexicolife.com/pool/100000-200000/,0,0,0.00,0.45,130,"[19,26,26,15,19,19,26,19,19,7,7,7]",2026-04-19,Organic,,
houses for sale in mexico puerto vallarta,58,0,50,15,0.21,transactional,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.45,130,"[19,26,26,15,19,19,26,19,19,7,7,7]",2026-04-19,Organic,,
houses for sale in mexico puerto vallarta,82,0,50,15,0.21,transactional,https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.45,130,"[19,26,26,15,19,19,26,19,19,7,7,7]",2026-04-19,Organic,,
houses for sale in mexico puerto vallarta,87,0,50,15,0.21,transactional,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.45,130,"[19,26,26,15,19,19,26,19,19,7,7,7]",2026-04-19,Organic,,
mexico mls listings,0,26,70,33,0.69,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.05,9010000,"[7,0,50,50,35,50,35,78,100,50,64,50]",2026-04-15,Organic,,
mexico mls listings,49,0,70,9,0.42,commercial,https://www.mexicolife.com/,0,0,0.00,0.05,7370000,"[0,50,50,35,50,35,78,100,50,64,50,50]",2026-04-16,Organic,,
cuale condos puerto vallarta,0,9,30,27,1.54,"navigational, transactional",https://www.mexicolife.com/blog/puerto-vallarta-condo-market-report-april-2025.html,0,0,0.00,0.56,10600,"[14,78,14,14,14,14,14,14,14,14,14,14]",2026-04-17,People also ask,,
cuale condos puerto vallarta,0,9,30,27,1.54,"navigational, transactional",https://www.mexicolife.com/versalles-puerto-vallarta-for-sale.php,0,0,0.00,0.56,10600,"[14,78,14,14,14,14,14,14,14,14,14,14]",2026-04-17,People also ask,,
cuale condos puerto vallarta,0,9,30,27,1.54,"navigational, transactional",https://www.mexicolife.com/puerto-vallarta-centro-south-rincon-de-almas.php,0,0,0.00,0.56,10600,"[14,78,14,14,14,14,14,14,14,14,14,14]",2026-04-17,People also ask,,
cuale condos puerto vallarta,0,9,30,27,1.54,"navigational, transactional",https://www.mexicolife.com/puerto-vallarta-centro-south-pier-57.php,0,0,0.00,0.56,10600,"[14,78,14,14,14,14,14,14,14,14,14,14]",2026-04-17,People also ask,,
cuale condos puerto vallarta,0,45,30,27,1.54,"navigational, transactional",https://www.mexicolife.com/oasis-riviera-cuale-puerto-vallarta/400000-500000/,0,0,0.00,0.56,10600,"[14,78,14,14,14,14,14,14,14,14,14,14]",2026-04-17,Organic,,
cuale condos puerto vallarta,26,22,30,29,1.49,"navigational, transactional",https://www.mexicolife.com/oasis-riviera-cuale-puerto-vallarta.php,0,0,0.00,0.88,12800,"[78,14,14,14,14,14,14,14,14,14,14,14]",2026-04-17,Organic,,People also ask
cuale condos puerto vallarta,65,75,30,29,1.49,"navigational, transactional",https://www.mexicolife.com/playa-royale-condos-for-sale.php,0,0,0.00,0.88,12800,"[78,14,14,14,14,14,14,14,14,14,14,14]",2026-04-17,Organic,,People also ask
cuale condos puerto vallarta,74,0,30,29,1.49,"navigational, transactional",https://www.mexicolife.com/puerto-vallarta-condos-for-sale.php,0,0,0.00,0.88,12800,"[78,14,14,14,14,14,14,14,14,14,14,14]",2026-04-17,Organic,,
hotel marival residences nuevo vallarta,33,47,90,35,0.82,informational,https://www.mexicolife.com/nuevo-vallarta-oceanside-marival-residences.php,0,0,0.00,0.69,103000,"[42,80,33,42,66,52,42,42,33,33,33,42]",2026-04-16,Organic,Knowledge panel,Hotels Pack
mortgage payment on 1.5 million,0,86,110,81,0.43,informational,https://www.mexicolife.com/mexico-mortgage-calculator.php,0,0,0.00,0.38,55900000,"[23,28,28,35,35,43,35,35,23,17,17,17]",2026-04-14,Organic,,
cheap houses for sale in guadalajara mexico zillow,15,9,40,5,0.00,transactional,https://www.mexicolife.com/guadalajara.php,0,0,0.00,0.02,4040000,"[64,14,14,14,14,14,14,100,14,14,14,14]",2026-04-15,Organic,,People also ask
retirement homes in mexico,0,39,260,22,0.00,commercial,https://www.mexicolife.com/blog/retire-in-paradise-puerto-vallarta-real-estate-for-retirement.html,0,0,0.00,0.01,28200000,"[35,100,43,54,43,43,100,66,54,29,43,43]",2026-04-18,Organic,,
house for sale in boracay,42,48,70,4,0.02,transactional,https://www.mexicolife.com/boracay-bucerias-condos-for-sale.php,0,0,0.00,0.02,5930000,"[9,12,34,28,21,9,43,28,21,15,3,0]",2026-04-16,Organic,,People also ask
luxury puerto vallarta villas,0,45,170,16,2.43,"informational, transactional",https://www.mexicolife.com/puerto-vallarta-luxury-properties-for-sale.php,0,0,0.00,0.59,1250000,"[29,18,22,14,18,43,35,100,22,22,29,43]",2026-04-18,Organic,,
zona dorada mexicali,0,47,70,21,0.00,informational,https://www.mexicolife.com/zona-dorada.php,0,0,0.00,0.01,602000,"[10,10,14,4,14,10,14,29,18,18,18,14]",2026-04-15,Organic,,
mexico life on hgtv,7,14,50,22,0.00,"informational, transactional",https://www.mexicolife.com/,0,0,0.00,0.33,1150000,"[100,63,45,63,45,36,45,45,18,18,18,18]",2026-04-16,Organic,,"Image pack, People also ask"
can i buy property in mexico,0,1,110,26,0.44,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.07,254000000,"[52,100,66,52,52,33,52,66,52,52,33,23]",2026-04-18,AI overview,,
can i buy property in mexico,0,1,110,26,0.44,informational,https://www.mexicolife.com/blog/mexico-real-estate-closing-costs-2025.html,0,0,0.00,0.07,254000000,"[52,100,66,52,52,33,52,66,52,52,33,23]",2026-04-18,People also ask,,
can i buy property in mexico,25,12,110,9,0.31,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.04,240000000,"[100,66,52,52,33,52,66,52,52,33,23,19]",2026-04-19,Organic,,"People also ask, Short videos"
tropicasa realty mexico,0,10,70,4,0.00,"informational, transactional",https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.01,71900,"[81,81,63,27,45,63,45,63,45,45,45,63]",2026-04-17,People also ask,,
tropicasa realty mexico,0,10,70,4,0.00,"informational, transactional",https://www.mexicolife.com/puerto-vallarta-real-estate-a-buyers-guide.php,0,0,0.00,0.01,71900,"[81,81,63,27,45,63,45,63,45,45,45,63]",2026-04-17,People also ask,,
tropicasa realty mexico,0,74,70,4,0.00,"informational, transactional",https://www.mexicolife.com/,0,0,0.00,0.01,71900,"[81,81,63,27,45,63,45,63,45,45,45,63]",2026-04-17,Organic,,
el tigre golf course puerto vallarta mexico,0,44,30,7,0.65,informational,https://www.mexicolife.com/blog/riviera-nayarit-golf-courses.html,0,0,0.00,0.11,20700,"[18,100,18,18,18,18,18,18,18,18,18,18]",2026-04-18,Organic,,
morelia real estate,46,62,110,6,0.02,commercial,https://www.mexicolife.com/,0,0,0.00,0.05,1610000,"[8,10,8,10,8,10,13,8,6,5,3,3]",2026-04-19,Organic,,Video Carousel
sayulita property for sale,0,8,140,14,0.08,transactional,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.43,186000,"[64,100,82,100,82,52,82,100,82,64,82,100]",2026-04-14,People also ask,,
sayulita property for sale,0,64,140,14,0.08,transactional,https://www.mexicolife.com/sayulita-mls/300000-400000/,0,0,0.00,0.43,186000,"[64,100,82,100,82,52,82,100,82,64,82,100]",2026-04-14,Organic,,
sayulita property for sale,30,40,140,14,0.07,transactional,https://www.mexicolife.com/sayulita-homes-for-sale.php,0,0,0.00,0.5,170000,"[100,82,100,82,52,82,100,82,64,82,100,82]",2026-04-14,Organic,,People also ask
sayulita property for sale,78,0,140,14,0.07,transactional,https://www.mexicolife.com/sayulita-condos-for-sale.php,0,0,0.00,0.5,170000,"[100,82,100,82,52,82,100,82,64,82,100,82]",2026-04-14,Organic,,
bucerias puerto vallarta,40,28,590,21,0.97,informational,https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0,0.00,0.11,105,"[24,13,18,13,13,16,13,2,3,3,7,5]",2026-04-14,Organic,,
things to do in puerto vallerta,67,57,70,21,0.48,commercial,https://www.mexicolife.com/blog/top-10-things-to-do-in-puerto-vallarta.html,0,0,0.00,0.79,12500000,"[0,0,2,2,0,1,0,0,0,0,67,0]",2026-04-15,Organic,"Video Carousel, Discussions and forums","People also ask, AI overview"
casas de venta en puerto vallarta jalisco,0,28,40,1,0.07,commercial,https://www.mexicolife.com/idx/,0,0,0.00,0.16,907000,"[18,18,18,18,18,18,100,18,18,18,100,18]",2026-04-14,Organic,,
casas de venta en puerto vallarta jalisco,51,0,40,9,0.04,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.13,107,"[18,18,18,18,18,100,18,18,18,100,18,18]",2026-04-14,Organic,,
casas de venta en puerto vallarta jalisco,78,0,40,9,0.04,commercial,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.13,107,"[18,18,18,18,18,100,18,18,18,100,18,18]",2026-04-14,Organic,,
puerto nayarit mexico,63,18,70,19,1.27,"informational, navigational",https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0.16,20200000,"[42,42,33,33,33,33,23,23,23,33,23,33]",2026-04-14,Organic,,"Knowledge panel, People also ask"
$300 apartment in puerto vallarta,0,2,50,18,0.43,informational,https://www.mexicolife.com/blog/puerto-vallarta-condo-market-report-april-2025.html,0,0,0.00,0.2,127000,"[63,81,63,45,63,45,45,81,45,63,36,18]",2026-04-17,People also ask,,
$300 apartment in puerto vallarta,0,2,50,18,0.43,informational,https://www.mexicolife.com/versalles-puerto-vallarta-for-sale.php,0,0,0.00,0.2,127000,"[63,81,63,45,63,45,45,81,45,63,36,18]",2026-04-17,People also ask,,
$300 apartment in puerto vallarta,0,2,50,18,0.43,informational,https://www.mexicolife.com/puerto-vallarta-centro-south-rincon-de-almas.php,0,0,0.00,0.2,127000,"[63,81,63,45,63,45,45,81,45,63,36,18]",2026-04-17,People also ask,,
$300 apartment in puerto vallarta,0,2,50,18,0.43,informational,https://www.mexicolife.com/puerto-vallarta-centro-south-pier-57.php,0,0,0.00,0.2,127000,"[63,81,63,45,63,45,45,81,45,63,36,18]",2026-04-17,People also ask,,
$300 apartment in puerto vallarta,16,0,50,16,0.00,informational,https://www.mexicolife.com/ready-to-live/200000-300000/,0,0,0.00,0,107000,"[81,63,45,63,45,45,81,45,63,36,18,0]",2026-04-17,Organic,,
$300 apartment in puerto vallarta,34,0,50,16,0.00,informational,https://www.mexicolife.com/puerto-vallarta-condos-for-sale/200000-300000/,0,0,0.00,0,107000,"[81,63,45,63,45,45,81,45,63,36,18,0]",2026-04-17,Organic,,
$300 apartment in puerto vallarta,59,0,50,16,0.00,informational,https://www.mexicolife.com/pool/300000-400000/,0,0,0.00,0,107000,"[81,63,45,63,45,45,81,45,63,36,18,0]",2026-04-17,Organic,,
construction in mexico,0,42,40,3,0.00,informational,https://www.mexicolife.com/blog/the-pros-and-cons-of-pre-construction-in-mexico.html,0,0,0.00,0,353000000,"[40,80,60,40,60,60,60,100,100,100,80,80]",2026-04-15,Organic,,
amapas apartments,54,0,110,28,1.46,navigational,https://www.mexicolife.com/amapas-puerto-vallarta-for-sale.php,0,0,0.00,0.39,107,"[64,100,100,100,78,64,64,50,78,100,50,50]",2026-04-17,Organic,,
nuevo vallarta golf courses,13,28,70,16,0.64,commercial,https://www.mexicolife.com/blog/tags/top-golf-courses-near-nuevo-vallarta/,0,0,0.00,0.19,112000,"[52,100,33,42,42,23,23,23,23,19,33,33]",2026-04-15,Organic,,People also ask
puerto vallarta homes for sale,0,84,2900,20,0.19,transactional,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.36,1080000,"[100,81,66,53,53,44,44,53,53,24,44,24]",2026-04-15,Organic,,
puerto vallarta homes for sale,64,0,2900,18,0.19,transactional,https://www.mexicolife.com/pool/100000-200000/,0,0,0.00,0.36,483,"[100,81,66,53,53,44,44,53,53,24,44,24]",2026-04-15,Organic,,
puerto vallarta homes for sale,86,0,2900,18,0.19,transactional,https://www.mexicolife.com/pool.php,0,0,0.00,0.36,483,"[100,81,66,53,53,44,44,53,53,24,44,24]",2026-04-15,Organic,,
how much does a house cost in mexico in pesos,45,0,50,17,0.00,informational,https://www.mexicolife.com/mexico-mortgage-calculator.php,0,0,0.00,0.02,9270000,"[14,9,19,33,23,19,9,9,9,80,9,66]",2026-04-16,Organic,,
can u.s. citizens buy property in mexico,19,0,40,7,0.42,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.02,210000000,"[53,0,0,0,0,0,0,0,0,81,0,0]",2026-04-16,Organic,,
destiladeras beach,0,3,110,24,2.70,informational,https://www.mexicolife.com/destiladeras-mls.php,0,0,0.00,0.05,33300,"[41,64,82,100,64,52,64,100,52,17,29,41]",2026-04-14,Image pack,,
homes for sale puerto vallarta jalisco,0,28,1300,12,0.21,transactional,https://www.mexicolife.com/puerto-vallarta-homes-for-sale/100000-200000/,0,0,0.00,0.36,625000,"[8,1,44,13,82,65,100,1,5,30,44,55]",2026-04-19,Organic,,
homes for sale puerto vallarta jalisco,0,78,1300,12,0.21,transactional,https://www.mexicolife.com/pool.php,0,0,0.00,0.36,625000,"[8,1,44,13,82,65,100,1,5,30,44,55]",2026-04-19,Organic,,
homes for sale puerto vallarta jalisco,44,0,1300,17,0.19,transactional,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.36,887000,"[1,44,13,82,65,100,1,5,30,44,55,34]",2026-04-20,Organic,,
homes for sale puerto vallarta jalisco,83,0,1300,17,0.19,transactional,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.36,887000,"[1,44,13,82,65,100,1,5,30,44,55,34]",2026-04-20,Organic,,
puerto vallarta cost of living,0,58,170,11,0.00,informational,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.01,7550000,"[28,53,66,53,35,43,43,43,53,35,43,17]",2026-04-19,Organic,,
puerto vallarta resorts romantic zone,77,0,30,16,1.39,commercial,https://www.mexicolife.com/puerto-vallarta-condos-for-sale-zona-romantica.php,0,0,0.00,0.84,312000,"[18,18,18,18,18,18,36,45,45,27,18,18]",2026-04-18,Organic,,
where is nayarit mexico located,45,0,260,14,0.00,informational,https://www.mexicolife.com/towns-in-riviera-nayarit.php,0,0,0.00,0,21500000,"[35,29,22,35,54,29,43,66,100,81,100,100]",2026-04-17,Organic,,
where is nayarit mexico located,54,61,260,14,0.00,informational,https://www.mexicolife.com/nayarit.php,0,0,0.00,0,21500000,"[35,29,22,35,54,29,43,66,100,81,100,100]",2026-04-17,Organic,,Image pack
playa bonita puerto vallarta,73,75,70,18,1.12,informational,https://www.mexicolife.com/beachfront-condos-for-sale-in-puerto-vallarta.php,0,0,0.00,0.51,4350000,"[34,34,26,26,26,15,19,19,15,7,34,19]",2026-04-14,Organic,Knowledge panel,"Local pack, People also ask"
real estate valladolid,97,93,40,,0.07,commercial,https://www.mexicolife.com/,0,0,0.00,0.07,19400000,"[26,0,34,26,3,0,15,26,0,3,26,7]",2026-04-18,Organic,,
nayarit mexico,54,0,9900,50,0.93,"informational, transactional",https://www.mexicolife.com/nayarit.php,0,0,0.00,0.02,21300000,"[54,54,54,54,54,54,54,66,44,44,44,54]",2026-04-15,Organic,,
homes in mexico for sale,0,30,1000,38,0.36,transactional,https://www.mexicolife.com/idx/,0,0,0.00,0.17,88900000,"[55,34,34,24,24,20,24,30,20,16,100,11]",2026-04-15,Organic,,
litibu nayarit mexico,22,11,110,13,1.34,"informational, transactional",https://www.mexicolife.com/litibu-mls.php,0,0,0.00,0.2,43500,"[34,34,42,34,26,34,53,34,53,42,34,42]",2026-04-16,Organic,,
grand venetian puerto vallarta renta,32,47,30,25,1.37,navigational,https://www.mexicolife.com/grand-venetian-condos.php,0,0,0.00,0.88,46600,"[18,18,18,100,18,18,18,18,0,18,18,18]",2026-04-18,Organic,Ads middle,
sierra madre occidental mountains mexico,0,66,480,24,0.00,informational,https://www.mexicolife.com/sierra-madre.php,0,0,0.00,0,246000,"[16,10,20,16,45,45,30,10,13,100,100,76]",2026-04-16,Organic,,
mls puerto penasco mexico,0,9,90,9,0.00,commercial,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.01,64600,"[78,35,78,100,50,64,100,28,35,50,64,35]",2026-04-14,People also ask,,
what to do in puerto vallarta,80,68,1900,15,0.43,"commercial, informational",https://www.mexicolife.com/blog/top-10-things-to-do-in-puerto-vallarta.html,0,0,0.00,0.83,125000000,"[80,52,66,44,44,44,44,36,36,44,66,52]",2026-04-17,Organic,,People also ask
condos for sale in puerto vallarta under $100k,0,4,70,0,0.28,transactional,https://www.mexicolife.com/puerto-vallarta-centro-south-pier-57.php,0,0,0.00,0.11,11400,"[23,23,23,23,7,17,28,12,2,5,23,17]",2026-04-19,People also ask,,
condos for sale in puerto vallarta under $100k,0,7,70,0,0.28,transactional,https://www.mexicolife.com/pool/under-100000/,0,0,0.00,0.11,11400,"[23,23,23,23,7,17,28,12,2,5,23,17]",2026-04-19,Organic,,
condos for sale in puerto vallarta under $100k,62,74,70,0,0.30,transactional,https://www.mexicolife.com/pool/100000-200000/,0,0,0.00,0.12,14700,"[23,23,23,7,17,28,12,2,5,23,17,17]",2026-04-19,Organic,,People also ask
homes for sale in mexico beach,65,0,90,29,0.27,transactional,https://www.mexicolife.com/oceanfront-beachfront.php,0,0,0.00,0.42,85400000,"[43,2,22,14,14,6,14,14,18,22,29,2]",2026-04-19,Organic,,
casas de venta en puerto vallarta mexico,0,24,140,5,0.07,commercial,https://www.mexicolife.com/puerto-vallarta-real-estate.php,0,0,0.00,0.21,2020000,"[34,80,65,42,34,34,80,80,42,53,42,42]",2026-04-16,Organic,,
casas de venta en puerto vallarta mexico,86,0,140,13,0.04,commercial,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php?p=2,0,0,0.00,0.13,5140000,"[80,65,42,34,34,80,80,42,53,42,42,42]",2026-04-17,Organic,,
casas de venta en puerto vallarta mexico,90,0,140,13,0.04,commercial,https://www.mexicolife.com/puerto-vallarta-homes-for-sale.php,0,0,0.00,0.13,5140000,"[80,65,42,34,34,80,80,42,53,42,42,42]",2026-04-17,Organic,,
buying a house in mexico as an american,0,43,590,30,0.54,informational,https://www.mexicolife.com/blog/buying-property-in-mexicos-restricted-zone-complete-faq-for-foreign-buyers.html,0,0,0.00,0.25,305000000,"[20,16,100,55,36,36,36,36,13,36,24,16]",2026-04-14,Organic,,
best restaurants bucerias mexico,5,0,90,16,0.09,commercial,https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0,0.00,0.06,134,"[100,53,53,42,26,26,15,26,26,0,0,0]",2026-04-17,People also ask,,
punta mita mexico shopping,0,94,50,5,0.00,commercial,https://www.mexicolife.com/punta-de-mita-vs-bucerias.php,0,0,0.00,0.01,131000,"[63,45,63,27,45,63,63,63,45,27,45,45]",2026-04-15,Organic,,
sierra madres mexico,0,42,260,34,0.00,informational,https://www.mexicolife.com/sierra-madre.php,0,0,0.00,0,34600000,"[100,16,5,20,0,10,24,8,16,10,16,10]",2026-04-15,Organic,,
arenka,3,0,70,22,0.00,informational,https://www.mexicolife.com/arenka-bucerias-condos-for-sale.php,0,0,0.00,0,59100,"[3,2,23,4,4,3,3,36,2,0,1,2]",2026-04-14,Image pack,,
hacienda dorada,0,50,110,21,0.00,commercial,https://www.mexicolife.com/zona-dorada.php,0,0,0.00,0,6910000,"[64,64,41,52,100,100,41,29,41,64,52,64]",2026-04-19,Organic,,
puerto vallarta property prices surge,0,68,110,8,0.00,informational,https://www.mexicolife.com/blog/puerto-vallarta-area-mls-house-market-report-feb-2025.html,0,0,0.00,0,26000,"[0,0,0,0,54,100,0,0,0,0,0,0]",2026-04-19,Organic,,
puerto vallarta property prices surge,1,0,110,0,0.00,informational,https://www.mexicolife.com/blog/tags/puerto-vallarta-real-estate/,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,AI overview,,
puerto vallarta property prices surge,13,0,110,0,0.00,informational,https://www.mexicolife.com/blog/2025-08/,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,,
puerto vallarta property prices surge,26,0,110,0,0.00,informational,https://www.mexicolife.com/blog/puerto-vallarta-houses-mls-market-report-july-2025.html,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,,
puerto vallarta property prices surge,48,0,110,0,0.00,informational,https://www.mexicolife.com/blog/puerto-vallarta-house-market-report-april-2025.html,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,,
puerto vallarta property prices surge,67,13,110,0,0.00,informational,https://www.mexicolife.com/blog/puerto-vallarta-condo-market-report-april-2025.html,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,AI overview,People also ask
puerto vallarta property prices surge,80,0,110,0,0.00,informational,https://www.mexicolife.com/blog/puerto-vallarta-area-mls-condo-market-report-feb-2025.html,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,,
puerto vallarta property prices surge,85,0,110,0,0.00,informational,https://www.mexicolife.com/blog/puerto-vallarta-condo-market-report-june-2025.html,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,,
puerto vallarta property prices surge,93,0,110,0,0.00,informational,https://www.mexicolife.com/blog/2025-05/,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,,
puerto vallarta property prices surge,97,0,110,0,0.00,informational,https://www.mexicolife.com/blog/puerto-vallarta-home-market-report-june-2024.html,0,0,0.00,0,100,"[0,0,0,54,100,0,0,0,0,0,0,0]",2026-04-19,Organic,,
quinta del mar,9,0,90,24,0.53,commercial,https://www.mexicolife.com/quinta-del-mar-for-sale.php,0,0,0.00,0.11,108,"[18,11,18,18,15,18,23,18,18,11,15,11]",2026-04-20,Image pack,,
riviera nayarit all inclusive,0,2,390,26,1.35,commercial,https://www.mexicolife.com/puerto-vallarta-vs-bucerias.php,0,0,0.00,0.19,1690000,"[88,100,26,11,26,26,21,21,21,21,59,11]",2026-04-14,People also ask,,
